0, 150, 429.238, 0, 3569.67, -337.333, 150, 729.611, 0, 523.333, 39, 194.644, 150
1, 138, 1592.65, 1, 3538, -235, 138, 781.359, 1, 486, 41.3333, 243.871, 138
2, 137, 1693.49, 2, 2793, 657, 137, 618.973, 2, 507.333, 104.333, 247.922, 137
3, 130, 1944.94, 3, 3630, 650.667, 130, 648.382, 3, 709.667, 141.333, 295.58, 130
4, 127, 1918.5, 4, 3630, 775, 127, 648.64, 4, 709.667, 97.3333, 274.769, 127
5, 137, 2070.35, 5, 3630, 971.333, 137, 635.405, 5, 709.667, 108.333, 301.36, 137
6, 140, 2007.27, 6, 4141.33, 735, 140, 625.777, 6, 478.667, 94.3333, 294.516, 140
7, 139, 2228.3, 7, 4051, 801.667, 139, 597.759, 7, 618.667, 149.667, 302.149, 139
8, 136, 2362.32, 8, 5129.67, 803, 136, 955.689, 8, 618.667, 120.333, 308.033, 136
9, 137, 2642.63, 9, 5129.67, 722.667, 137, 961.441, 9, 636.333, 83.3333, 325.818, 137
10, 135, 2682.98, 10, 5129.67, 914.667, 135, 988.425, 10, 526.333, 133.667, 336.038, 135
11, 131, 2717.94, 11, 5129.67, 1081.33, 131, 1035.51, 11, 657, 107.667, 326.433, 131
12, 135, 2679.1, 12, 5129.67, 976, 135, 941.493, 12, 718.667, 106.667, 303.689, 135
13, 135, 2526.96, 13, 4002.33, 891.333, 135, 681.397, 13, 553.667, 117.667, 304.802, 135
14, 131, 2637.25, 14, 4452.33, 1307, 131, 747.354, 14, 641.333, 145, 317.753, 131
15, 132, 2551.48, 15, 3649.67, 1155.67, 132, 658.472, 15, 537, 131.667, 276.416, 132
16, 140, 2682.87, 16, 3932.67, 1056.67, 140, 682.859, 16, 821.667, 134.667, 308.976, 140
17, 139, 2595.84, 17, 4669.67, 1209, 139, 703.976, 17, 567, 125.333, 313.276, 139
18, 131, 2696.12, 18, 5561.67, 1167, 131, 745.206, 18, 637.667, 145.667, 331.936, 131
19, 139, 2752.09, 19, 5013.67, 1206, 139, 841.211, 19, 637.667, 136.667, 297.269, 139
20, 129, 2833.13, 20, 5052, 1092.67, 129, 934.585, 20, 519.667, 121.333, 296.109, 129
21, 132, 3055.1, 21, 7129, 1317.67, 132, 1159.76, 21, 506.333, 113, 304.442, 132
22, 134, 3186.29, 22, 5813.67, 1354.33, 134, 1081.28, 22, 506.333, 113, 318.02, 134
23, 138, 3479.46, 23, 5851.67, 1237.67, 138, 1199.3, 23, 689.333, 161.333, 342.476, 138
24, 139, 3500.7, 24, 6282.33, 1027.33, 139, 1076.13, 24, 596, 112.667, 292.229, 139
25, 131, 4261.62, 25, 8369.67, 1547, 131, 1249.11, 25, 584.667, 118.333, 316.742, 131
0, 150, 2588.99, 0, 5348.33, 667, 150, 1288.22, 0, 554.333, 87.3333, 227.509, 150
1, 136, 3939.02, 1, 6297, 1176.67, 136, 1233.14, 1, 666.333, 71.6667, 296.009, 136
2, 135, 4372.8, 2, 6297, 1953.33, 135, 1067.02, 2, 534.333, 133, 325.249, 135
3, 137, 4341.86, 3, 6297, 1047.67, 137, 1027.23, 3, 558, 111.667, 332.06, 137
4, 132, 4661.39, 4, 7394.33, 2243, 132, 1087.64, 4, 558, 112.333, 322.144, 132
5, 138, 4748.02, 5, 7394.33, 1958, 138, 1354.48, 5, 558, 119, 335.542, 138
6, 130, 4761.46, 6, 7394.33, 2190.33, 130, 1378.37, 6, 510.333, 159, 316.047, 130
7, 139, 4392.6, 7, 7394.33, 2007.33, 139, 1070.71, 7, 506, 135.667, 317.707, 139
8, 138, 4410.04, 8, 7436, 1688.33, 138, 1213.17, 8, 688, 101.667, 346.238, 138
9, 126, 4076.25, 9, 6253, 1136.33, 126, 916.335, 9, 515, 136.667, 320.818, 126
10, 136, 4348.8, 10, 6386, 2313.67, 136, 954.205, 10, 515, 132.333, 331.896, 136
11, 138, 4094.39, 11, 6560.33, 1271, 138, 1103.07, 11, 623.667, 119.667, 318.564, 138
12, 126, 4478.38, 12, 6386, 1667.67, 126, 931.249, 12, 623.667, 135.333, 309.233, 126
13, 135, 4383.36, 13, 7044, 2022.67, 135, 1228.3, 13, 678.333, 113.667, 310.249, 135
14, 140, 4256.47, 14, 7701, 2149.33, 140, 1137.84, 14, 678.333, 129.333, 320.296, 140
15, 127, 4632.27, 15, 6370, 1236.67, 127, 1090.91, 15, 551.667, 169.667, 335.529, 127
16, 136, 4515.4, 16, 7736.33, 1621.67, 136, 1164.9, 16, 619, 133, 328.636, 136
17, 136, 4612.77, 17, 6135.67, 2841.67, 136, 811.482, 17, 597.333, 153, 315.967, 136
18, 131, 4440.76, 18, 7922.67, 1666.33, 131, 966.586, 18, 535.667, 128.333, 304.016, 131
